crawl_date,keyword,show_id
2024-04-06T22:47,"surgeon,hospital,lesbian,work romance,surgery,female physician,bisexual doctor,lesbian doctor,sex at work,operating room,husband wife relationship,alcoholism,self narration,bisexual,medical,female protagonist,2010s,2000s,death,human anatomy,relationship conflict,plastic surgeon,patient,nurse,neurosurgeon,medical intern,medical drama,loss,doctor patient relationship,colleague colleague relationship,chief of surgery,cardiologist,interracial romance,doctor,bar,adultery,hospital patient,apostrophe in series title,surname in series title,white female lead in a diverse cast,female surgeon,asian woman,korean woman,surgeon mask,surgical scrubs,surgical cap,woman surgeon,dog,feel good romance,character surname in series title",tt0413573
2024-04-06T22:47,"cancer,chemistry,methamphetamine,drug trade,drug,albuquerque new mexico,crystal meth,meth lab,drug lord,chemistry teacher,anti hero,drug cartel,cancer patient,drug dealing,neo western,friendship,lawyer,violence,cerebral palsy,marriage,bitterness,wrath,shot to death,weapon,risk,homicide,unlikely friendship,lung cancer,danger,father figure,recreational vehicle,bald man,new mexico,downward spiral,car,friend,sadness,anger,revolver,science teacher,illegal drug,drug use,family man,scene before opening credits,science,drug humor,partnership,husband wife relationship,friendship between men,father son relationship",tt0903747
2024-04-06T22:47,"high school,mother daughter relationship,friendship,teen drama,school journalist,teenager,voice over narration,murder investigation,dysfunctional family,archie comics,based on comic book,gay teenager,best friend,small town,secret,murder,amateur detective,family crisis,family secret,mysterious death,journalist,father daughter relationship,childhood friend,imprisoned father,single father,girl next door,boy next door,football team,manipulation,rich girl,husband wife relationship,boyfriend girlfriend relationship,socialite,construction company owner,newspaper,mayor,sheriff,friendship between boys,cover up,archie andrews character,jughead jones character,betty cooper character,veronica lodge character,cheryl blossom character,kevin keller character,josie mccoy character,reggie mantle character,diner,father son relationship,millennial",tt5420376
2024-04-06T22:47,"upper class,private school,popularity,peer pressure,manhattan new york city,conflict of interest,new york city,knee high boots,teen romance,teen drama,21st century,queen bee,high society,materialism,rebellion,gay brother,dysfunctional family,boyfriend girlfriend relationship,social climber,seduction,preparatory school,love triangle,father daughter relationship,class differences,betrayal,underage sex,underage drinking,high school",tt0397442
2024-04-06T22:47,"sitcom,servant,famous opening theme,englishman,bel air california,thrown out of a house,mother daughter relationship,black family,rich family,teenager,family relationships,teenage girl,sister sister relationship,mother son relationship,los angeles california,marriage,husband wife relationship,father son relationship,father daughter relationship,aunt nephew relationship,uncle nephew relationship,cousin cousin relationship,teenage boy,brother sister relationship,wealth,mansion,california,butler,african american,culture clash,cult classic,male protagonist,laugh track,african american protagonist,family as protagonists,character has same name as actor,dysfunctional family,catchphrase,sitcom comedy,character name as title,nickname as title,six word title,two daughters and one son,two daughters and two sons,one boy two girls,two boys two girls,live audience,will smith character,1990s,20th century",tt0098800
2024-04-06T22:47,"motel,small town,gay relationship,siblings living together,riches to rags,class differences,real life father and son playing father and son,fish out of water,husband wife relationship,brother sister relationship,mother daughter relationship,father son relationship,mother son relationship,father daughter relationship,living in a motel,soap opera actress,veterinarian,cafe,waitress,friendship,redneck stereotype,seedy motel,lost fortune,entrepreneur,wig,canada,socialite,fashion,motel desk clerk,motel owner,motel manager,diner,businessman,small business,town council,singing group,snob,former actress,speaking with accent,sweater,change in lifestyle,rural community,millennial,general store,town mayor,pansexuality,lgbt plus,destitution,pansexual,redneck",tt3526078
2024-04-06T22:47,"loft,apartment building,female protagonist,roommate,teacher,friends who live together,20th television,white female lead in a diverse cast,roommate roommate relationship,sitcom,unlikely friends,quirky comedy,2010s,21st century,feel good romance,sitcom comedy,romantic comedy,apartment,eccentricity,room",tt1826940
2024-04-06T22:47,"community college,study group,friendship,sitcom,spanish class,christian stereotype,dean,parody,lawyer,male protagonist,white male lead in a diverse cast,2010s,sitcom comedy,gay,college,colorado,unlikely friendship,sarcasm,slacker,friend,satire,joke,educational institution,vocational education,columbia tristar,monkey,21st century,one word title,crossdresser,political woman,black man,idiot,bromance,best friends,religious woman,vain man,religious intolerance,black woman,gay principal,friendship between men,friendship between man and woman,interracial relationship,interracial friendship,male female platonic friendship,gay character,bare chested male,college principal,male bonding,diversity,aspiring film director",tt1439629
2024-04-06T22:47,"store,boss employee relationship,christian man,gay,lgbt,sitcom comedy,employee,workplace,sitcom,workplace comedy,female protagonist,man uses a wheelchair,superstore,workplace romance,main character romance,love interest,assistant manager,store clerk,ensemble cast,friendship,competitiveness,teamwork,2010s,filipino,supervisor,store manager,one word title,wheelchair,glasses,manager,missouri,st. louis missouri,boyfriend girlfriend relationship,sarcasm",tt4477976
2024-04-06T22:47,"government conspiracy,1980s,friendship,monster,single mother,small town,indiana,forest,missing person,mother son relationship,dungeons and dragons,russian,mk ultra,retro horror,secret laboratory,neo 80s,group of friends,walkie talkie,small town sheriff,brother brother relationship,missing child,monster horror,lesbian character,gay,lgbt character,middle school,missing friend,nosebleed,small town police chief,parallel universe,funeral,abduction,paranormal phenomenon,teenage girl,rural police chief,missing girl,missing boy,missing son,two word title,flashback,bullying,teenage boy,police station,fictional town,nerd,government coverup,human experiment,secret experiment,christmas lights,hawkins indiana",tt4574334
2024-04-06T22:47,"superhuman speed,dc arrowverse,forensics,superhero,superhero action,scientist,police,time travel,doppelganger,alternate universe,secret identity,based on comic book,supervillain,metahuman,the flash character,speedster metahuman,supernatural power,shared universe,2010s,spin off,barry allen character,s.t.a.r. labs,multiverse,central city,iris west character,wally west character,coffee shop,journalist,police detective,character name as series title,speed force,speedster,killer frost character,psychotronic series,reference to black canary,superheroine,earth 1,2020s,time traveler,male time traveler,time machine,backward time travel,forward time travel,male protagonist,friendship,superhero adventure,superhero sci fi,time travel sci fi,live action comic adaptation,live action adaptation",tt3107288
2024-04-06T22:47,"star trek,cult tv,phaser,alien species,vulcan,famous opening theme,photon torpedoes,future,23rd century,starship,outer space,computer,constitution class starship,starship captain,u.s.s. enterprise ncc 1701,space exploration,prime directive,exploration,alien planet,warp speed,warp engine,security officer,engineer,doctor,teleportation,spacecraft,two word title,space opera,starfleet captain,male captain,spock character,u.s.s. enterprise,starship doctor,male human alien hybrid,federation captain,captain,male protagonist,supernatural power,shared universe,captain's log,tricorder,alien creature,captain's chair,audio communication,viewscreen,automatic door,swivel chair,captain's cabin,captain's quarters,chief medical officer",tt0060028
2024-04-06T22:47,"spin off sequel,2010s,female protagonist,laugh track,sitcom,sequel to tv series,father,mother,child,house,reunion,family relationships,friend,parent,friendship,21st century,observational comedy,sitcom comedy,sister,best friend,widow,sequel",tt3986586
2024-04-06T22:47,"glee club,high school,competition,singing,wheelchair,student athlete,geek,school counsellor,musical performance,cheerleader,ohio,2000s,2010s,21st century,teacher,coach,outcast,gay parent,obsessive compulsive disorder,teenager,indian american,gay teenager,dance,multicultural,infidelity,friendship,audition,campy,satire,young love,gay,school principal,small town,20th television,male and female protagonists,white male lead in a diverse cast,white female lead in a diverse cast,teen comedy,teen drama,jukebox musical,pop musical,gay protagonist,bisexual,bisexual female character,bisexual woman,bisexual character,lgbt,lgbt series,lesbian,lesbian character",tt1327801
2024-04-06T22:47,"prison,escape,conspiracy,death row,tattoo,political conspiracy,male protagonist,brother brother team,sibling team,uncle nephew relationship,violence,visionary,engineer,cult favorite,police corruption,cellmate,deep state,prison drama,conspiracy thriller,2000s,2010s,21st century,heist,pansexual,pansexual man,lgbt character,pansexual character,amoral man,strong male lead,intelligent man,gay subtext,brother brother bonding,murder,government conspiracy,escape attempt,brotherly love,aryan brotherhood,self sacrifice,race against time,prison warden,prison life,latino,framed for murder,female politician,female doctor,father son relationship,prison guard,escape from prison,gang,brother brother relationship",tt0455275
2024-04-06T22:47,"mockumentary,political satire,indiana,feminism,absurd comedy,social commentary,satire,friendship,politics,female protagonist,employment,small town,absurdism,workplace relationship,workplace,employer employee relationship,office,fake documentary,looking at the camera,mock documentary,park,office romance,sitcom comedy,2000s,2010s,21st century,satire comedy,comic relief,situation comedy,workplace comedy,office worker,white female lead in a diverse cast,mockumentary comedy,government,conservative,interview,election,kiss,money,politician,upright citizens brigade,breaking the fourth wall,job,awkward silence,joke",tt1266020
2024-04-06T22:47,"cartoon network,teen titans,teenager,human alien,turned into an animal,demon,three word title,friendship,shapeshifting,punctuation in title,exclamation point in title,2010s,cyborg character,raven character,robin character,starfire character,beast boy character,psychotronic series,flash animation,2d animation,gross out comedy,alien,shapeshifter,toilet humor,teenage superhero,superhero team,fictional city,thought bubble,african american,cyborg,half human half demon,green skin,male shapeshifter,pink hair,green eyes,best friend,cameo,headquarters,spoof,cape the garment,green hair,black hair,gadget,superheroine,teenage superheroine,spin off,surrealism,2020s,dc nation,satire",tt2771780
2024-04-06T22:47,"female police detective,fallen angel,the devil,lapd,immortality,dc comics,lgbt,nightclub owner,based on comic book,supernatural power,lucifer,good versus evil,murder investigation,los angeles california,vertigo comics,police detective,bare chested male,love,dark fantasy,supernatural drama,police procedural crime,supernatural fantasy,celestial fantasy,demonic,urban fantasy,urban setting,erotic melodrama,mind control,levitation,promiscuous man,los angeles police department,abdication,devil as protagonist,supernatural being,ex husband ex wife relationship,family relationships,female psychotherapist,female forensic scientist,police lieutenant,implied sex,immunity,spinning a coin,transformation,female bartender,female bodyguard,female homicide detective,bisexual character,battle of the sexes,mother daughter relationship,whiskey drinker",tt4052886
2024-04-06T22:47,"dysfunctional family,amateur magician,failed actor,blue man,homosexual subtext,man wears eyeglasses,male protagonist,cringe comedy,orange county california,family relationships,destroying evidence,older woman younger man relationship,bad parenting,mockumentary,voice over narration,father son relationship,crooked businessman,bisexual,bisexual man,magician,sexual humor,2000s,2010s,20th television,deceased wife,bare chested male,sitcom comedy,uncle nephew relationship,mother daughter relationship,mother son relationship,twins,twin brothers,husband wife relationship,crazy family,cringe,awkward moment,two characters with the same name,cousin cousin incest,dark comedy,quirky comedy,prison,interracial adoption,adoption,scheme,lawyer,attorney,hospital,fake coma,stupidity,incestuous desire",tt0367279
2024-04-06T22:47,"secret conspirator,fbi,secret parent,profiler,government agent,agent,escape,interrogation,destruction,machine gun,bomb,shot to death,shooting,gun,homicide,secret file,hidden secret,government secret,secret operation,fbi informant,secret order,secret alliance,strategic information,classified information,mysterious death,dangerous investigation,secret identity,secret information,secret investigation,investigation,dangerous mission,man wears eyeglasses,washington d.c.,columbia tristar,female profiler,fbi profiler,fbi federal bureau of investigation,cia central intelligence agency,male protagonist,male police officer,female police officer,organized crime,2010s,21st century,suspense mystery,2020s,exploding car,neo noir,faked death,stolen identity",tt2741602
2024-04-06T22:47,"fast food,slapstick comedy,bikini bottom city,spongebob squarepants character,underwater,sponge,nicktoon,nickelodeon,live action and animation,pacific ocean,famous opening theme,neighbor,pet,fish,money,animal that acts human,fast food restaurant,2d animation,absurdism,anthropomorphic animal,traditional animation,underwater scene,hand drawn animation,restaurant,absurd comedy,krusty krab,chum bucket,starfish,bikini atoll,surreal comedy,1990s,quirky comedy,patrick star character,eugene krabs character,sheldon plankton character,sandy cheeks character,squidward tentacles character,boat,narrator,voice over narration,talking animal,farce comedy,kids family,pineapple,snail,squirrel,plankton,mixed caps in title,cult tv,driving school",tt0206512
2024-04-06T22:47,"hollywood,high school,singer,los angeles california,friendship,pop star,pop music,sitcom,teacher student relationship,boy wears eyeglasses,lack of respect,frustration,antagonism,fight,bullying,assault,anger,argument,hatred,criminal record,arrest,anger issues,anger problem,anger management,family relationships,social issues,misery,rage,low life,tragedy,murder attempt,emo,goth,incident,accident prone,depression,activity,drugs,alcohol,academic,peer pressure,sense of humor,social media,gossip,telling a tale,boyfriend girlfriend kiss,threat of violence,bad attitude,boots,knee high boots",tt1604099
2024-04-06T22:47,"naruto,anime,arena,battle,blood,chakra,curse,danger,dangerous mission,exam,fight,flying,forest,friend,friendship,giant animal,giant snake,good versus evil,hatred,illness,illusion,magic,mask,one word title,orphan,rivalry,snake,talking animal,training,valley,violence,brutality,dark past,fear,flashback,fog,kunai,mercilessness,mission,needle,power,rampage,shuriken,supernatural power,tears,torture,anger,attack,death,enemy",tt0409591
2024-04-06T22:47,"zombie,survival,post apocalypse,based on comic,zombie apocalypse,death,based on comic book,flesh eating zombie,undead,survival horror,virus,pandemic,community,fear,shelter,revenge killing,community conflict,friendship,evil,villain,protection,hope,kingdom,panic,weapon,self defense,wound,safety,blood,violence,revenge,revenge murder,murder,zombie attack,living dead,zombie outbreak,zombie survival,zombie bite,rebuilding life,rebuilding community,post apocalyptic community,secluded community,closed community,tribal community,intentional community,post apocalyptic world,post apocalyptic survival,post apocalyptic survival war,post apocalyptic america,anti hero",tt1520211
2024-04-06T22:47,"foster home,same sex parents,adoption,foster parent,lesbian couple,twin,mother son relationship,teenage boy,police officer,foster child,lesbian mother,adhd,coming of age,wife wife relationship,biracial,blended family,vice principal,boy,high school,twin sister,twin brother,brother brother relationship,brother sister relationship,interracial adoption,latino,hispanic,principal,mother daughter relationship,teenage girl,lesbian cop,diversity,interracial lesbians,interracial relationship,interracial family,foster care,lesbian relationship,vito russo test passed,lesbian adoption,lesbian character,lesbian interest,lesbian female police officer,character name in series title,domestic drama,feel good romance,21st century,2010s,lesbian,gay brother,troubled teen,foster daughter",tt2262532
2024-04-06T22:47,"vampire,high school,immortality,doppelganger,supernatural power,werewolf,teen romance,witch,female protagonist,psychotronic series,the cw,teenage girl as protagonist,teenage protagonist,teen drama,supernatural drama,teen fantasy,supernatural fantasy,19th century,2000s,2010s,21st century,vampire horror,steamy romance,teen horror,vampire versus werewolf,vampire werewolf hybrid,1860s,bare chested male,teenager,brother brother relationship,kiss,interspecies friendship,friendship between girls,american civil war,year 1864,heart ripped out,love triangle,vampirism,vampire human relationship,vampire human love,orphan,based on book,lycanthrope,virginia,belt splitting,teen angst,southern gothic",tt1405406
2024-04-06T22:47,"suicide,based on novel,depression,voice over narration,audio cassette,death of loved one,death by suicide,mental illness,flashback,loss of daughter,death of daughter,older actors younger roles,suicide note,loss of friend,death of friend,high school,vito russo test passed,multiple points of view,fantasy sequence,dead best friend,unrequited love,school photographer,sexual assault survivor,number in episode title,gay character,gay interest,gay guy,web series,dead girl,death of girlfriend,schoolteacher,loss of girlfriend,sadness,school counselor,teen drama,2010s,21st century,suspense mystery,teenager,gay,bisexual,bisexual man,lgbt,lgbtq series,lgbt character,gay actor gay character,number 13 in title,digit in title,mustang,troubled teen",tt1837492
2024-04-06T22:47,"wisconsin,1970s,crude humor comedy,basement,group of friends,friendship,sitcom,dysfunctional family,teenager,girl next door,garage,kitchen,domineering father,sexual humor,singing in a car,drug humor,on off relationship,small town,family relationships,rascal,male protagonist,sibling rivalry,teen comedy,stoner comedy,sitcom comedy,ashton kutcher,ashton kutcher character,topher grace,topher grace character,mila kunis,mila kunis character,laura prepon,laura prepon character,sony,columbia tristar,columbia tristar television,sony pictures television,20th century fox,carsey werner,carsey werner television,suburb,high school student,high school,exchange student,husband wife relationship,neighbor neighbor relationship,laugh track,clumsiness,embarrassment,subjective camera",tt0165598
2024-04-06T22:47,"prison gang,prison life,prison corruption,american prison,violence,lesbian interest,lesbophobia,racial issues,homophobia,suicide,women in prison,lesbian relationship,female nudity,girlfriend girlfriend relationship,prison,strong female character,narcotic abuse,authority,prison food,russian,prison sentence,poverty,lesbian,transgender,masturbation,lesbianism,prisoner,women's prison,female rear nudity,female full frontal nudity,female frontal nudity,lesbian affair,trans woman,narcotic,prison fee,mental illness,new york prison,ebt fraud,police brutality,betrayal,drug dealing,tattooed woman,bigotry,murder,flirting,misogyny,drug addict,prison library,blood,chapel",tt2372162
2024-04-06T22:47,"afterlife,heaven,utopia,ethics,neighborhood,hell,frozen yogurt,morality,death,deception,plot twist,community,architect,friendship,flashback,torture,assistant,repetition,paradise,changing the past,soulmate,professor,perfection,female protagonist,purgatory,slacker,loner,escape from hell,trapped in hell,mind game,human demon team,philosophy,existentialism,second chance,friendly demon,demon in human form,white female lead in a diverse cast,male antagonist,sitcom,feel good romance,supernatural fantasy,supernatural drama,high concept comedy,quirky comedy,ethic,lie,heavenly fantasy,feel good,eternal being,eternal creature",tt4955642
2024-04-06T22:47,"stalker,obsessive love,fatal attraction,psychological thriller,obsession,murder,bookstore,voyeur,new york city,writer,infidelity,cheating girlfriend,serial murder,serial killer,secret,psychological drama,dark romance,based on novel,love,social media,sex scene,serial killer as protagonist,lgbt character,fbi federal bureau of investigation,friendship,los angeles california,manager,lifetime,21st century",tt7335184
2024-04-06T22:47,"character name as series title,forename in series title,laugh track,sitcom comedy,teen comedy,teen romance,2000s,2010s,21st century,teenage romance,shared universe,nickelodeon,foot fetish,schneiderverse,mishap,immature adult,female protagonist,older brother,high school,rigorous mother,friendship,seattle washington,webcast,teenage girl,guardian,brother sister relationship,best friend,artist,apartment",tt0972534
2024-04-06T22:47,"missouri,mexico,drug cartel,financial advisor,money laundering,teenage boy,teenage girl,ozarks,money launderer,cheating wife,chicago illinois,adulterous wife,unfaithful wife,sex with friend's wife,doggystyle sex,woman,middle aged woman,husband watches wife have sex,extramarital affair,husband watches wife's cheating over a sex tape,ozark mountains,family relationships,location in title,money,drug,operation,mafia,criminal,organized crime,epic drama,domestic drama,2010s,2020s,21st century,investigation,partner,gun,husband wife relationship,gay character,government agency,conspiracy,money laundry,drug traffic,drug company,fbi,sicario,crematorium,drug crime,bloody violence,sex scene",tt5071412
2024-04-06T22:47,"survival,post apocalypse,nuclear war,murder,planet earth,based on book,friendship,outer space,tribal,female protagonist,space station,number in series title,camp,love,conspiracy,mutation,digit in series title,dystopian sci fi,teen drama,bisexual woman,bisexual female protagonist,lesbian character,bisexual character,teenager in jeopardy,suspense mystery,after 2050,community drama,community conflict,colony sci fi,young adult dystopian,deception",tt2661044
2024-04-06T22:47,"doctor,female protagonist,new york,sitcom comedy,cringe comedy,21st century,2010s,quirky comedy,coworker coworker relationship,new york city,obstetrician,gynecologist,ob gyn,indian american,actress shares first name with character,character name in title",tt2211129
2024-04-06T22:47,"new york yankees,balding man,dating,based on standup comedy,wisecrack humor,eccentricity,actor plays himself,jewish humor,new york city,everyday life,neighbor neighbor relationship,stand up comedian,neurotic,goofball,friendship,apartment,series title spoken by character,narcissism,observational comedy,monologue,joke,manhattan new york city,selfishness,actor shares last name with character,diner,comedy of manners,domineering mother,book publishing,upper west side manhattan new york city,ensemble cast,actor shares first name with character,sociopath,live audience,character name as series title,laugh track,1990s,20th century,jewish,cult tv,character name as title,sitcom comedy,modern woman,male protagonist,bromance,male female friendship,friendship between men,friendship between man and woman,straight man,loser,narcissist",tt0098904
2024-04-06T22:47,"female protagonist,sex scene,the white house washington d.c.,african american woman,boots,knee high boots,political drama,2010s,21st century,abc,usa network,comic relief,crisis,president,secret,political thriller,public image,politics",tt1837576
2024-04-06T22:47,"class differences,aristocracy,upstairs downstairs,1910s,yorkshire england,employer employee relationship,sibling rivalry,father daughter relationship,husband wife relationship,domestic servant,housekeeper,valet,england,period drama,family story,gay character,vito russo test passed,wedding,costume drama,family relationships,labrador retriever,1920s,irish man,grandmother granddaughter relationship,dowager,underbutler,closeted homosexual,butler,earl,sister sister relationship,chauffeur,walking stick,mother daughter relationship,chambermaid,ensemble cast,cook,aristocrat,high society,maid,country estate,servant,wit,blackmail,death of husband,death of wife,looking for husband,funeral,lord,wound,port wine",tt1606375
2024-04-06T22:47,"treasure,treasure map,treasure hunt,coming of age,young,group,friend,friendship,vacation,find,legendary,best friend,fight,drug,love,town,teenager,teen drama,2020s,21st century,nipple piercing,class differences,working class",tt10293938
2024-04-06T22:47,"20th television,sitcom comedy,2010s,21st century,family relationships",tt4384086
2024-04-06T22:47,"family relationships,lgbt,flashback,triplets,pregnancy,adoption,foster child,miscarriage,death of husband,father son relationship,mother son relationship,brother brother relationship,husband wife relationship,parenthood,alcoholism,house fire,self esteem,overweight,hospital,bisexual,estrangement,childhood,childhood memory,vietnam war veteran,melodrama,pittsburgh pennsylvania,dysfunctional marriage,sibling relationship,depression,weight loss,high school,teen angst,breakup,surgery,rehabilitation,social worker,domestic drama,epic drama,epic romance,2010s,2020s,21st century,love,bare chested male,man wrapped in towel,tearjerker romance,multi generational saga,family history,childhood flashback,multi racial family",tt5555260
2024-04-06T22:47,"queen,royal family,british monarchy,female protagonist,queen of england,female monarch,embroidery,british politics,english culture,alcohol consumption,gin,queen elizabeth ii character,royalty,populated island,royal palace,unfaithful husband,london england,irish republican army,corgis,british conservative party,drunken woman,princess diana character,british history,westminster abbey,windsor castle,highgrove house,organ music,columbia tristar,20th century history,political drama,1940s,1970s,1980s,docudrama drama,epic history,family relationships,marriage,british culture,cult,british propaganda,cousin cousin incest,strong female lead,unhappy marriage,reference to princess diana,queen elizabeth ii,adultery,infidelity,monarch,powerful woman,costume",tt4786824
2024-04-06T22:47,"talking animal,stupidity,violence,husband wife relationship,pistol,immaturity,high school student,stan smith character,francine smith character,steve smith character,hayley smith character,roger smith character,klaus heisler character,jeff fischer character,crude humor,adult animation,family relationships,cult tv,topical humor,actor playing multiple roles,different gags during credits,exclamation point in title,cartoon violence,male protagonist,sitcom comedy,for grown ups animation,fish,2d animation,mature animation,satire,anthropomorphic animal,anthropomorphism,slapstick comedy,cia central intelligence agency,boy wears eyeglasses,nerd,gay stereotype,blonde stereotype,alien creature as pet,sitcom,american flag,hippie,german,father daughter relationship,marriage,mother son relationship,patriotism,attic,living in attic,republican",tt0397306
2024-04-06T22:47,"trailer park,mockumentary,poverty,group of friends,trailer home,pixelated nudity,alliance atlantis,mockumentary comedy,2000s,2010s,21st century,stoner comedy,crude humor comedy,sitcom comedy,male protagonist,bisexual,bisexual man,bisexual character,bisexual male character,white trash,petty criminal,petty crime,codependent relationship,friendship,documentary crew,ex convict,lifelong friendship,criminal gang,neighborhood,community,nova scotia canada,fake documentary,driving car without door,sitcom,based on short film,marijuana,megalomaniac,drug dealer,breaking the fourth wall,rapper,sleeping in a car,drugs,actor shares first name with character,grow op,precocious child,bleeped dialogue,poor white trash,trailer trash",tt0290988
2024-04-06T22:47,"heist,robbery,spain,lgbt plus,mint,professor,robber,spaniard in thailand,female protagonist,male and female protagonists,gay,gay character,gay kiss,bisexual,bisexual man,bisexual woman,lgbt,lgbt interest,lgbt character,transgender character,strong gay character,woman in love with a gay man,gay man bisexual man relationship,gay man bisexual man kiss,gay straight relations,gay man straight man friendship,unconventional family,royal mint,female nudity,female frontal nudity,madrid spain,love triangle,brazilian abroad,strategy,money,bank,group,police,prison,gun,army,force,personal,web series,f word,thief,mission,masked,professional,heist crime",tt6468322
